   ,COD_DOCUMENTO,DES_NOME_PREFERIDO,DES_NOMES_ALTERNATIVOS,DBMS_LOB.SUBSTR(S01.TXT_EMENTA
164,540991,Lei nº 73 de 18/06/1935,LEI-73-1935-06-18,Autoriza o Governo a abrir o credito de 1.500:000$000 para occorrer ás despesas com a execução do convenio firmado entre o Uruguay e o Brasil
165,541130,Lei nº 134 de 11/12/1935,LEI-134-1935-12-11,Autoriza o Poder Executivo a realizar a compra de uma área de terreno pertencente á D. Maria Freitas de Albuquerque
166,541175,Lei nº 155 de 23/12/1935,LEI-155-1935-12-23,"Revigora, pelo prazo de quatro annos, o credito especial de 25.055:805$700, destinado a attender a restituição devida ao governo do Estado do Ceará, da taxa de 2% ouro"
167,540976,Lei nº 67 de 13/06/1935,LEI-67-1935-06-13,Providencia sobre o saldo das dotações orçamentarias e suas applicações pela Camara dos Deputados e Senado Federal
168,540863,Lei nº 26 de 14/02/1935,LEI-26-1935-02-14,"Autoriza a abertura, pelo Ministerio das Relações Exteriores do credito especial de 3.900:000$, para legalização das despesas feitas com a acquisição e reparação de um predio, em Washington, para a Embaixada do Brasil no Republica dos Estados Unidos da America do Norte."
169,541081,Lei nº 111 de 04/11/1935,LEI-111-1935-11-04,"Dispõe sobre o funccionamento da Camara Municipal do Districto Federal, e da outras providencias"
170,541185,Lei nº 160 de 31/12/1935,LEI-160-1935-12-31,"Altera a Carteira de Redescontos, estabelecida no Banco do Brasil"
171,540916,Lei nº 45 de 27/04/1935,LEI-45-1935-04-27,Reorganiza a Secretaria do Senado Federal
172,541132,Lei nº 135 de 13/12/1935,LEI-135-1935-12-13,"Aplica aos fieis de recebedores da Thesouraria Geral do Ministério da Educação e Saúde Publica as disposições constantes do decreto n. 92, de 4 de setembro de 1935"
173,540889,Lei nº 36 de 25/03/1935,LEI-36-1935-03-25,"Manda adoptar, na Policia Militar e no Corpo de Bombeiros do Districto Federal, as promoções por antiguidade dos postos de major e de tenente-coronel, e dá outras providencias."
174,541183,Lei nº 159 de 30/12/1935,LEI-159-1935-12-30,Regula a contribuição para a formação da receita dos Institutos e Caixas de Aposentadoria e Pensões subordinados ao Conselho Nacional do Trabalho e dá outras providencias
175,541035,Lei nº 91 de 28/08/1935,"LEI-91-1935-08-28 , Lei de Declaração de Utilidade Pública (1935)",Determina regras pelas quais são as sociedades declaradas de utilidade pública.
176,541171,Lei nº 153 de 23/12/1935,LEI-153-1935-12-23,"Autoriza o Poder Executivo a abrir, pelo Ministerio das Relações Exteriores, os creditos supplementares de réis 1.000:000$000 e 600:000$000, ás verbas 5ª e 6ª e réis 1.000:000$000 á verba 4ª do orçamento vigente"
177,541088,Lei nº 114 de 11/11/1935,LEI-114-1935-11-11,Modifica a legislação do ensino. (Curso de Doutorado)
178,541094,Lei nº 117 de 14/11/1935,LEI-117-1935-11-14,Providencia sobre a exportação de orchidéas
179,541090,Lei nº 115 de 13/11/1935,"LEI-115-1935-11-13 , Lei Orçamentária Anual (LOA) (1936)",Orça a Receita e fixa a Despesa Geral da República dos Estados Unidos do Brasil para o exercício de 1936
180,540879,Lei nº 32 de 23/02/1935,LEI-32-1935-02-23,"Fixa a força naval para o exercicio de 1935, e dá outras providencias."
181,541032,Lei nº 90 de 27/08/1935,LEI-90-1935-08-27,Dispõe sobre o prazo para o registro dos chimicos.
182,540942,Lei nº 54 de 18/05/1935,LEI-54-1935-05-18,"Autoriza o Poder Executivo a despender até a quantia de 6.867:068$282, em suplementação da verba 9, consignação III, sub-consignação n. 10, art. 9º, da Lei n. 5, de 13 de novembro de 1934"
183,540970,Lei nº 65 de 13/06/1935,LEI-65-1935-06-13,"Estabelece a competencia do juiz de menores do Districto Federal para processar e julgar as infracções de leis e regulamentos de assistencia e protecção a menores, e dispõe sobre os exames a que devem ser submettidos os menores processados"
184,540930,Lei nº 50 de 13/05/1935,LEI-50-1935-05-13,Aplicação de dotação orçamentaria
185,540998,Lei nº 76 de 26/06/1935,LEI-76-1935-06-26,"Abre o credito extraordinario de 300:000$000, destinado soccorrer as victimas das enchentes do rio Parnahyba, no Estado do Piauhy, e dá outras providencias"
186,541120,Lei nº 129 de 07/12/1935,LEI-129-1935-12-07,Autoriza o Poder Executivo a entrar em acordo com os credores norte-americanos para a liquidação das dividas commerciaes atrazadas
187,541151,Lei nº 144 de 18/12/1935,LEI-144-1935-12-18,"Revigora o credito de 4.000:000$, aberto pelo decreto numero 24.678, de 12 de julho de 1934, para auxiliar a Associação Brasileira de Imprensa, na construcção do predio destinado á sua séde."
188,540834,Lei nº 16 de 01/02/1935,LEI-16-1935-02-01,"Autoriza a abrir, pelo Ministerio da Viação e Obras Publicas, o credito especial de 1.900:000$000, para reajustar diarias do pessoal jornaleiro da Estrada de Ferro Central do Brasil."
189,540872,Lei nº 30 de 22/02/1935,LEI-30-1935-02-22,"Autoriza a abrir, pelo Ministerio da Justiça e Negocios Interiores, o credito de 12:000$000 para occorrer ao pagamento da differença de vencimentos do procurador geral do Territorio do Acre."
190,540883,Lei nº 34 de 28/02/1935,LEI-34-1935-02-28,"Approva o termo de ajuste e de permuta e de immissão de posse firmado em 15 de dezembro de 1910 entre a E. F. Central do Brasil e ""The Leopoldina Railway Cia. Ltd"", referente à permuta do immovel à rua Senador Furtado n. 36, pertencente á Fazenda Nacional, pelo immovel situado à rua 24 de maio n. 95, antigo 41, e actualmente n. 139, de propriedade de ""The Leopoldina Railway C. Ltd."", ambos no Districto Federal"
191,541023,Lei nº 86 de 07/08/1935,LEI-86-1935-08-07,"Autoriza a abrir o credito de 395:647$098, para pagar diárias ao pessoal marítimo da Saúde do Porto do Rio de Janeiro"
192,541144,Lei nº 141 de 17/12/1935,LEI-141-1935-12-17,"Abre o credito suplementar de 50:000$000 a sub-consignação n. 3, verba 14º do orçamento vigente, do Ministerio da Justiça"
193,540928,Lei nº 49 de 09/05/1935,LEI-49-1935-05-09,"Prorroga, até 30 de setembro de 1936, o prazo para pagamento da segunda prestação estatuída no decreto n. 22.626, de 1933"
194,541043,Lei nº 95 de 12/09/1935,LEI-95-1935-09-12,"Autoriza o Governo a dar garantia a uma operação de credito até a importancia de 50.000:000$000, entre e o Estado do Rio Grande e o Banco do Brasil, destinada ao resgate da emissão de bonus feita pelo mesmo Estado"
195,540961,Lei nº 61 de 04/06/1935,LEI-61-1935-06-04,"Estabelece normas para o provimento dos officios de tabellães, de notas"
196,540964,Lei nº 62 de 05/06/1935,LEI-62-1935-06-05,"Assegura ao empregado da industria ou do commercio uma indemnização quando não exista prazo estipulado para a terminação do respectivo contracto de trabalho e quando for despedido sem justa causa, e dá outras providencias"
197,541181,Lei nº 158 de 30/12/1935,LEI-158-1935-12-30,Dispõe sobre vencimentos do funccionalismo publico da União
198,540935,Lei nº 52 de 16/05/1935,LEI-52-1935-05-16,Regula a escolha dos diretores de estabelecimentos componenetes de universidades.
199,541122,Lei nº 130 de 07/12/1935,LEI-130-1935-12-07,"Autoriza o Poder Executivo a abrir o crédito de 40.153:593$900, suplementar ao orçamento vigente do Ministério da Guerra"
200,540865,Lei nº 27 de 15/02/1935,LEI-27-1935-02-15,"Abre, pelo Ministerio da Justiça e Negocios Interiores, o credito especial de 59:432$600, para pagamento a funcionarios das Secretarias da Camara dos Deputados e Senado Federal"
201,540895,Lei nº 38 de 04/04/1935,LEI-38-1935-04-04,Define crimes contra a ordem política e social.
202,540973,Lei nº 66 de 13/06/1935,LEI-66-1935-06-13,"Autoriza a abrir o credito especial de 2.500:000$000, para ultimação das obras iniciadas na 7ª Região Militar"
203,541025,Lei nº 87 de 07/08/1935,LEI-87-1935-08-07,"Autoriza o Poder Executivo a abrir o credito especial 7.550:000$000, para obras nas linhas férreas e telegraphicas no Estado da Bahia, e outras, e revigora o credito de 15.561:617$394, para cumprir o contracto relativo á Estrada de Ferro Paracatú"
204,541138,Lei nº 138 de 16/12/1935,LEI-138-1935-12-16,Concede auxílio á Policlínica Geral do Rio de Janeiro
205,540892,Lei nº 37 de 30/03/1935,LEI-37-1935-03-30,";Autoriza o Poder Executivo a effectivar nos respectivos postos os segundos tenentes commissionados do Corpo de Fuzileiros Navaes, contando antiguidade de sua commissão para o effeito de promoção"
206,541173,Lei nº 154 de 23/12/1935,LEI-154-1935-12-23,Autoriza a abrir o credito de 8.538:889$700 para pagamento de transportes feitos pela Viação Ferrea do Rio Grande do Sul
207,540956,Lei nº 59 de 29/05/1935,LEI-59-1935-05-29,"Autoriza o Poder Executivo a fazer uma operação de credito destinada a melhorar as instalações, da Assistencia a Psychopathas"
208,541124,Lei nº 131 de 09/12/1935,LEI-131-1935-12-09,"Fixa as forças de terra e mar para os exercícios de 1936, 1937 e 1938"
209,541140,Lei nº 139 de 16/12/1935,LEI-139-1935-12-16,"Autoriza o Poder Executivo a fixar, até 2 de abril de 1945, uma subvenção anual para a ""The Amazon Telegraph Company, Limited"", inferior á importancia consignada para o mesmo fim na Lei de orçamento para 1935."
210,541053,Lei nº 99 de 01/10/1935,LEI-99-1935-10-01,"Autoriza a abrir, pelo Ministério da Justiça o credito especial de 170:787$000, para pagar ao desembargador Pedro de Alcantara Nabuco de Abreu e outros"
211,541108,Lei nº 124 de 02/12/1935,LEI-124-1935-12-02,"Fica aberto o credito de 29:229$668, para occorrer ao pagamento a que tem direito Manoel Pessoa de Mello, secretário da Directoria Geral do Arsenal de Marinha do Rio de Janeiro."
212,541146,Lei nº 142 de 18/12/1935,LEI-142-1935-12-18,"Autoriza a applicar até a importancia de 600:000$000 no pagamento de subvenções ás instituições constituídas de accordo com o decreto n. 20.351, de 31 de agosto de 1931."
213,540902,Lei nº 40 de 10/04/1935,LEI-40-1935-04-10,"Autoriza a abrir pelo Ministerio da Fazenda o credito especial de 12.818:686$189, para pagamento de gratificações addicionaes que deixaram de ser pagas em virtude dos decretos ns. 19.582 e 19.565, de 12 e 6 de janeiro de 1931"
214,541048,Lei nº 97 de 20/09/1935,LEI-97-1935-09-20,"Abre o credito extraordinario do 200:000$000 (duzentos contos de réis), para soccorrer o Estado de Sergipe, em razão das enchentes dos rios, que regam os territorios do mesmo Estado"
215,540868,Lei nº 28 de 15/02/1935,LEI-28-1935-02-15,"Estabelece que os contratos para importação de mercadorias do estrangeiro, inclusive os celebrados pela administração pública, não se incluem nos dispositivos do Decreto nº 23.501, de 27 de novembro de 1933."
216,541055,Lei nº 100 de 08/10/1935,LEI-100-1935-10-08,Autoriza a publicação das obras do engenheiro Francisco Saturnino Rodrigues de Brito
217,541098,Lei nº 119 de 25/11/1935,LEI-119-1935-11-25,"Regula a distribuição de subvenções a Instituições de Assistencia, Educação e Cultura."
218,540887,Lei nº 35 de 09/03/1935,LEI-35-1935-03-09,"Rectifica verbas de despesa a cargo do Ministério da Viação e Obras Publicas, fixadas pela lei orçamentaria para o exercício de 1935"
219,541009,Lei nº 81 de 23/07/1935,LEI-81-1935-07-23,"Concede á Liga Brasileira contra a Tuberculose o domínio pleno do terreno onde está construída a sua sede social, isentando-o de impostos federais, bem como o respectivo edifício"
220,540919,Lei nº 46 de 27/04/1935,LEI-46-1935-04-27,Autoriza o augmento do número de vagas para admissão no Curso Prévio da Escola NavaI
221,540925,Lei nº 48 de 04/05/1935,"LEI-48-1935-05-04 , Código Eleitoral (1935)",Modifica o Código Eleitoral.
222,541062,Lei nº 104 de 18/10/1935,LEI-104-1935-10-18,Dispõe sobre o direito de promoção dos funccionarios subalternos das Secretarias de Estado
223,541020,Lei nº 85 de 30/07/1935,LEI-85-1935-07-30,Concessão de credito para conclusão do Hospital Infantil
224,541050,Lei nº 98 de 30/09/1935,LEI-98-1935-09-30,"Regula a amortização de dividas sujeitas á Lei da moratoria e proroga até 31 de dezembro de 1935, o prazo fixado para pagamento da primeira prestação annual"
225,541104,Lei nº 122 de 27/11/1935,LEI-122-1935-11-27,"Abre os creditos especiaes de 250:000$000, para auxíliar aconclusão do monumento a Santos Dumont, e o de 309:000$000 para auxilio ao monumento aos heroes da Laguna e Dourados"
226,540946,Lei nº 56 de 24/05/1935,LEI-56-1935-05-24,"Autoriza o Poder Executivo a abrir o credito especial de 310:000$000, para estudos perliminares da construcção da ponte internacional sobre o rio Uruguay"
227,541092,Lei nº 116 de 13/11/1935,LEI-116-1935-11-13,"Abre o credito especial de 730$000, pelo Ministério da Guerra, para pagamento da differença de vencimentos ao carpinteiro do ""stand"" do Tiro NacionaL"
228,540856,Lei nº 24 de 13/02/1935,LEI-24-1935-02-13,"Suspende, até 31 de dezembro de 1935, a execução da tabella de ajudas de custo a que se refere o decreto n. 17.451, de 6 de outubro de 1926, e dá outras providencias"
229,540912,Lei nº 44 de 25/04/1935,LEI-44-1935-04-25,Autoriza o Governo a adquirir a chacara encravada no predio onde está installada a Estação Experimental de Lages
230,540993,Lei nº 74 de 24/06/1935,LEI-74-1935-06-24,"Altera o anno lectivo corrente nas ultimas series dos cursos de ensino superior, no Estado do Rio Grande do Sul"
231,540828,Lei nº 14 de 29/01/1935,LEI-14-1935-01-29,Modifica a legislação do ensino
232,540989,Lei nº 72 de 18/07/1935,LEI-72-1935-07-18,"Autoriza a abrir, pelo Ministerio da Viação, o credito especial até a importancia de dez mil contos de réis (réis 10.000:000$000) para liquidar os compromissos já assumidos e conservação das estradas de rodagem no Paraná, a cargo do 5º Batalhão de Engenharia"
233,541153,Lei nº 145 de 19/12/1935,LEI-145-1935-12-19,"Manda suspender as consignações em folha do funccionclismo federal, relativas ao mez de dezembro de 1935"
234,540910,Lei nº 43 de 25/04/1935,LEI-43-1935-04-25,"Autoriza a abertura, pelo Ministerio da Viação e Obras Publicas, do credito especial de 6:370$000, para pagamento a credores da Estrada de Ferro Central do Rio Grande do Norte"
235,541007,Lei nº 80 de 15/07/1935,LEI-80-1935-07-15,"Revigora o art. 2º do decreto nº 4.659-A, de 19 de janeiro de 1923"
236,541165,Lei nº 150 de 20/12/1935,LEI-150-1935-12-20,Dá nova oganização á Secretaria da Agricultura
237,541106,Lei nº 123 de 02/12/1935,LEI-123-1935-12-02,"Autoriza o Poder Executivo a abrir o credido supplementar de 5.600:000$000, para pagamento da gratificação provisoria a que se refere o decreto n.º 8, de 3 de agosto de 1934"
238,541041,Lei nº 94 de 10/09/1935,LEI-94-1935-09-10,"Proroga até 20 de julho de 1936, o prazo fixado no art. 1º do decreto n. 24.642, de 1934"
239,541029,Lei nº 89 de 20/08/1935,LEI-89-1935-08-20,"Autoriza o Poder Executivo a incluir na divida passiva da União, com o credito de 250.000:000$, as indemnizações do Tratado de Pedras Altas."
240,540959,Lei nº 60 de 03/06/1935,LEI-60-1935-06-03,"Autoriza a adquirir os livros etc., que pertenceram a Coelho Netto."
241,541112,Lei nº 126 de 04/12/1935,LEI-126-1935-12-04,"Autoriza o Poder Executivo a abrir o crédito especial de 58:447$500, para pagamento de diarias de alimentação aos mestres, motoristas e machinistas das embarcações da Inspectoria da Polícia Marítima e Aérea do Districto Federal."
242,541118,Lei nº 128 de 06/12/1935,LEI-128-1935-12-06,Dispõe sobre nova cunhagem de moedas divisionarias
243,541068,Lei nº 106 de 23/10/1935,LEI-106-1935-10-23,Institue a Caixa de Garantia e Previdencia dos Corretores da Bolsa de Fundos Publicos do Rio de Janeiro e dá outras providencias
244,541096,Lei nº 118 de 18/11/1935,LEI-118-1935-11-18,Organiza o Serviço de Enfermagem da Directoria Nacional de Saude e Assistencia Medico Social
245,541188,Lei nº 161 de 31/12/1935,LEI-161-1935-12-31,"Regula a expedição de cartas de provisionados e solicitadores, e o exercicio dessas profissões"
246,541057,Lei nº 101 de 09/10/1935,LEI-101-1935-10-09,"Revigora, por dous annos, a validade do ultimo concurso para medico da Policia, Militar do Distrito Federal"
247,541116,Lei nº 127 de 06/12/1935,LEI-127-1935-12-06,"Abre o crédito suplementar de 3.902:600$000, para pagamento de subsidio de Senadores e Deputados e de material das Secretarias da Camara dos Deputados e do Senado Federal, no período de 4 de novembro a 31 de dezembro de 1935."
248,541070,Lei nº 107 de 26/10/1935,LEI-107-1935-10-26,"Autoriza o Poder Executivo a renovar os contractos de navegação nas linhas dos Autazes, do Alto Tapajós, do São Francisco e do Amazonas"
249,540966,Lei nº 63 de 10/06/1935,LEI-63-1935-06-10,Fixa a data para a terminação do mandato do Prefeito do Districto Federal.
250,540870,Lei nº 29 de 19/02/1935,LEI-29-1935-02-19,Dispõe sobre o funccionamento da Camara Municipal do Districto Federal até ser elaborada a respectiva lei organica e dá outras providencias.
251,541458,Lei nº 290 de 05/11/1936,LEI-290-1936-11-05,"Approva o Protocollo de Revisão do Estatuto da Côrte Permanente de Justiça Internacional, concluido em Genebra a 14 de setembro de 1929."
252,541045,Lei nº 96 de 20/09/1935,LEI-96-1935-09-20,"Autoriza a pagar aos professores Enoch da Rocha Lima e outros, do Collegio Pedro II, a differença de vencimentos a que teem direito"
253,541160,Lei nº 148 de 20/12/1935,LEI-148-1935-12-20,"Autoriza o Poder Executivo a adquirir, pelo preço de reis 30:000$000, um terreno destinado ao Serviço de Remonta do Exercito"
254,540953,Lei nº 58 de 24/05/1935,LEI-58-1935-05-24,Autoriza a acquisição de obras de pintura e escultura deixadas pelo artista brasileiro Decio Villares
255,541136,Lei nº 137 de 14/12/1935,LEI-137-1935-12-14,"Autoriza o Poder Executivo a abrir o credito de 4.500:000$, supplementar á verba 7ª (Serviço de Aviação), consignação material - Material permanente - do orçamento em, vigor para o Ministerio da Guerra"
256,541065,Lei nº 105 de 22/10/1935,LEI-105-1935-10-22,Provê a aquisição de predios dc moradias e fianças para aluguel de casas destinadas aos funcionarios publicos
257,541163,Lei nº 149 de 20/12/1935,LEI-149-1935-12-20,"Autoriza a Poder Executivo a abrir o credito suplementar de 3.000:000$, para attender a pagamentos da Estrada de Ferro Jaguary-São Thiago a São Borja, no Rio Grande do Sul."
